name,property_type,price,security_deposit,cleaning_fee,extra_people_fee,guests_included,minimum_nights,cancellation_policy,accommodates,bedrooms,beds,bed_type,bathrooms,country,number_of_reviews,review_scores_rating
Cozy Apt Downtown Sleeps 3ppl 12b1 MTR downstairs,Apartment,385.0,785.0,118.0,0.0,1.0,1,strict_14_with_grace_period,3,0.0,1.0,Real Bed,1.0,Hong Kong,6,90.0
Amazing Waikiki Condo,Condominium,400.0,200.0,150.0,0.0,4.0,1,moderate,4,1.0,2.0,Real Bed,1.0,United States,0,
Luxury 2 bed 2 bath 1 parking in Allure Waikiki,Condominium,160.0,1000.0,350.0,10.0,3.0,30,strict_14_with_grace_period,4,2.0,2.0,Real Bed,2.0,United States,0,
淡雅2-3人房間,Apartment,699.0,800.0,120.0,80.0,2.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Hong Kong,7,94.0
Spacious Bright and Airy Freshly Decorated Appt,Apartment,1853.0,0.0,0.0,0.0,1.0,2,moderate,3,1.0,2.0,Real Bed,1.0,Hong Kong,3,100.0
Conforto e tranquilidade no coração de Ipanema,Apartment,981.0,0.0,0.0,0.0,1.0,6,flexible,6,3.0,5.0,Real Bed,3.0,Brazil,0,
TAMARAMA BEACH  WITH SUNNY BALCONY AND BBQ.,Apartment,119.0,0.0,85.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,3,100.0
Quiet & Gated Split-level guest unit,Apartment,90.0,0.0,50.0,10.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,1,100.0
Your Opo S. Bento 4B,Serviced apartment,92.0,0.0,0.0,0.0,1.0,1,moderate,5,2.0,4.0,Real Bed,2.5,Portugal,3,100.0
"Copa Ponto Nobre 200,00 CARNAVAl 450.00",Apartment,298.0,400.0,200.0,0.0,1.0,5,flexible,4,1.0,1.0,Real Bed,1.0,Brazil,0,
Not a big room in Barcelona,Apartment,35.0,0.0,0.0,100.0,2.0,3,flexible,2,1.0,1.0,Real Bed,1.5,Spain,0,
3 minutes away from Maltepe Metro St. by walking!,Apartment,90.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Günay Otel,Hotel,501.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Outstanding place in Fenerbahçe,Apartment,554.0,0.0,0.0,0.0,1.0,1,flexible,3,2.0,2.0,Real Bed,1.0,Turkey,0,
Göl kenarında müstakil ev konforu,House,74.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Heart of Asian side,Bed and breakfast,200.0,0.0,0.0,0.0,1.0,2,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Heart of Hong Kong Double Room,Apartment,353.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,1,80.0
"Sands Of Kahana 234 - 2 Bedroom, 2 Bathroom | Sleeps 6",Condominium,515.0,0.0,339.0,0.0,6.0,4,super_strict_60,6,2.0,2.0,Real Bed,2.0,United States,0,
Venha aproveitar a beleza das praia do Rio,Apartment,119.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,1.0,Real Bed,1.0,Brazil,0,
Apartamento Superior com 3 quartos,Apartment,150.0,0.0,0.0,15.0,4.0,2,strict_14_with_grace_period,10,3.0,6.0,Real Bed,3.0,Portugal,0,
Cosy 3 1/2 Apartment Downtown Montreal,Apartment,81.0,0.0,60.0,30.0,3.0,2,flexible,3,1.0,1.0,Real Bed,1.0,Canada,1,
BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,Apartment,350.0,500.0,150.0,25.0,7.0,30,strict_14_with_grace_period,9,2.0,3.0,Real Bed,1.0,United States,9,90.0
Apt moderno com ótima localização em Copacabana.,Apartment,500.0,0.0,150.0,0.0,1.0,4,strict_14_with_grace_period,4,0.0,1.0,Real Bed,1.0,Brazil,1,100.0
WYNDHAM VACATION RESORTS ROYAL GARDEN-Sleeps 4,Condominium,500.0,250.0,100.0,0.0,1.0,7,strict_14_with_grace_period,4,0.0,2.0,Real Bed,1.0,United States,0,
hhhhhome,Apartment,163.0,0.0,0.0,50.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,1,80.0
Seguro & Simples & Barato,Apartment,265.0,18000.0,0.0,75.0,1.0,1,strict_14_with_grace_period,6,0.0,1.0,Real Bed,1.0,Brazil,0,
Private room/shared bath 5min walk 2 waikiki beach,Apartment,69.0,0.0,29.0,0.0,2.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,8,98.0
Çelik apt.,Apartment,316.0,0.0,0.0,0.0,1.0,1,flexible,5,2.0,3.0,Real Bed,1.0,Turkey,1,
Rooms in Barcelona (3 people=2 rooms),Apartment,25.0,95.0,15.0,25.0,1.0,1,strict_14_with_grace_period,3,2.0,3.0,Real Bed,1.0,Spain,38,94.0
Grand appartement rénové au coeur de Villeray,Apartment,140.0,0.0,30.0,0.0,1.0,2,flexible,4,2.0,2.0,Real Bed,1.0,Canada,0,
Dorm 3baths SohoEast..,Apartment,251.0,0.0,250.0,250.0,1.0,3,strict_14_with_grace_period,12,1.0,12.0,Real Bed,3.0,Hong Kong,0,
comfortable personal place,Apartment,353.0,0.0,0.0,50.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Hong Kong,4,95.0
"Today Apartment 多利公寓#4A3 @油麻地,獨立浴室,有窗,有電梯,免費WI-FI",Apartment,1123.0,0.0,50.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,3,87.0
Cozy 2BR condo in Montreal Downtown,Condominium,200.0,400.0,65.0,25.0,4.0,1,strict_14_with_grace_period,6,2.0,4.0,Real Bed,1.0,Canada,6,83.0
Spacious Bondi Beach Studio- 600m from the beach,Apartment,161.0,150.0,35.0,0.0,1.0,5,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Australia,1,100.0
"三大房大床,客廳寬闊｡旺角中心,到地鐵口不到1分鐘",Apartment,1201.0,2000.0,400.0,150.0,4.0,4,strict_14_with_grace_period,8,3.0,4.0,Real Bed,1.0,Hong Kong,2,80.0
"Tatlı, huzurlu",Apartment,301.0,0.0,0.0,0.0,1.0,3,flexible,3,1.0,2.0,Real Bed,1.0,Turkey,1,100.0
Cobertura Duplex Barra,Apartment,351.0,0.0,300.0,0.0,1.0,2,flexible,6,3.0,3.0,Real Bed,3.0,Brazil,0,
"Maui Kamaole #H-205 2B/2Ba 3 Mins to Beach Low-Density Property, Ocean View!",Condominium,326.0,0.0,206.0,0.0,6.0,3,super_strict_60,6,2.0,4.0,Real Bed,2.0,United States,0,
Good apartment without any noises,Apartment,227.0,0.0,0.0,0.0,1.0,2,flexible,3,1.0,1.0,Real Bed,1.0,Turkey,0,
Gorgeous Flat in Moda,Apartment,501.0,2007.0,0.0,0.0,1.0,3,flexible,4,2.0,2.0,Real Bed,1.5,Turkey,0,
"UWS Apt., Close to Museums, Subways & Central Pk.",Apartment,210.0,250.0,125.0,0.0,1.0,1,moderate,3,1.0,0.0,Real Bed,1.0,United States,0,
"Beautiful apartment  3 rooms, close to the beach",Condominium,500.0,0.0,380.0,0.0,1.0,1,flexible,7,3.0,6.0,Real Bed,3.0,Brazil,0,
"In front of the sea, terrace close Congress center",Apartment,330.0,300.0,110.0,30.0,6.0,3,moderate,8,4.0,7.0,Real Bed,2.0,Spain,1,100.0
Nice comfortable bedroom A with private bathroom,Guesthouse,89.0,200.0,50.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,1,100.0
Romantic studio with stunning Galata Tower View,House,179.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,4,87.0
伊斯坦布尔伊人之家female only(提供女游客全境保护作家客厅文化沙龙导游土耳其旅游注意事项),Bed and breakfast,58.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,3,100.0
Charming private room!,Apartment,23.0,0.0,14.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Canada,4,100.0
Acogedor loft en Barcelona,Apartment,70.0,150.0,30.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,1,
Cozy room near Montjuic and city center,Apartment,16.0,0.0,10.0,0.0,1.0,20,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Spain,0,
Loft totalmente reformado,Apartment,250.0,0.0,150.0,0.0,1.0,2,strict_14_with_grace_period,3,0.0,2.0,Real Bed,1.0,Brazil,1,100.0
Oporto Palace Apartments Five,Apartment,80.0,0.0,20.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Portugal,0,
BCN11# Double room with bathroom A/C,Apartment,40.0,0.0,20.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,13,95.0
"Merkezi daire, metroya çok yakın",Apartment,575.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,1,100.0
Liiiving in Porto | Aliados Luxury Apartment II,Apartment,100.0,150.0,40.0,0.0,1.0,3,moderate,4,2.0,3.0,Real Bed,2.0,Portugal,2,100.0
"Wailea Ekahi #53C Hawaiian Beachfront, 1575 Sqft. Townhome, Renovated!",Condominium,553.0,0.0,363.0,0.0,6.0,3,super_strict_60,6,2.0,3.0,Real Bed,2.5,United States,0,
A warm and affordable room in Hong Kong,Apartment,400.0,0.0,0.0,0.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Hong Kong,4,90.0
Maui Sunset - Condo - Ocean View 1 bedroom  -B109,Condominium,175.0,0.0,150.0,0.0,1.0,2,strict_14_with_grace_period,5,1.0,3.0,Real Bed,2.0,United States,0,
Exclusivity in Istanbul City View,Apartment,1192.0,1787.0,0.0,208.0,2.0,2,moderate,4,1.0,4.0,Real Bed,1.5,Turkey,1,
Oporto River House / Porto Rio,House,100.0,0.0,0.0,0.0,1.0,2,flexible,6,2.0,3.0,Real Bed,1.0,Portugal,0,
Large bright room in a loft + rooftop !!,Apartment,40.0,300.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Canada,2,100.0
Cozy open space Mile-End Apartment,Apartment,70.0,0.0,25.0,0.0,1.0,1,flexible,3,1.0,1.0,Real Bed,1.0,Canada,4,100.0
Apart Hotel 1309,Serviced apartment,250.0,500.0,200.0,0.0,1.0,3,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Brazil,1,100.0
Welcome to a homely room in heart of downtown MTL,Apartment,39.0,135.0,45.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Canada,6,87.0
Eric Vökel Boutique Apartments - Sagrada Familia Suites - 2 Bedroom 2 Bathrooms Apartment,Apartment,140.0,0.0,0.0,20.0,4.0,1,moderate,6,2.0,0.0,Real Bed,2.0,Spain,1,100.0
Oma'oma'o Falls ~ Pristine Private Home,House,200.0,0.0,175.0,30.0,2.0,4,strict_14_with_grace_period,4,2.0,2.0,Real Bed,2.0,United States,7,100.0
3store apartment for vacations,Apartment,791.0,0.0,0.0,0.0,1.0,1,flexible,8,3.0,5.0,Real Bed,3.0,Brazil,1,
Stop! Look No Further! Leinaala #104 Oceanfront Ocean View 1Bd/1Ba Sleeps 4,Condominium,189.0,0.0,149.0,0.0,4.0,3,super_strict_60,4,1.0,2.0,Real Bed,1.0,United States,0,
"Kamaole Sands #7-305 1Bd/2Ba, Inner Court, Large Lanai, Near Beach, Sleeps 4",Condominium,171.0,0.0,206.0,0.0,4.0,3,super_strict_60,4,1.0,2.0,Real Bed,2.0,United States,0,
Views To Die For// Studio Rushcutters Bay // Free Parking,Apartment,90.0,500.0,90.0,0.0,1.0,1,moderate,2,0.0,1.0,Real Bed,1.0,Australia,9,76.0
2 bedroom accommodation in Griffintown,Apartment,99.0,200.0,65.0,0.0,1.0,2,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,Canada,6,87.0
"Kihei Bay Vista #C-108 1Bd Near Beach, Great Location, Great Rates! Sleeps 4",Condominium,139.0,0.0,154.0,0.0,4.0,3,super_strict_60,4,1.0,2.0,Real Bed,1.0,United States,0,
New! River Park Apartment. | Douro River view!,Apartment,60.0,0.0,15.0,20.0,2.0,2,moderate,4,1.0,2.0,Real Bed,1.0,Portugal,1,100.0
Matosinhos Beach Apartment,Apartment,60.0,300.0,40.0,10.0,4.0,2,strict_14_with_grace_period,6,3.0,3.0,Real Bed,2.0,Portugal,0,
NAYA - Downtown Guesthouse - Suite Timor,House,80.0,0.0,0.0,0.0,1.0,1,moderate,3,1.0,2.0,Real Bed,1.0,Portugal,2,90.0
Amazing 12th floor 2BD Ko Olina Beach Villa,Condominium,397.0,0.0,507.0,0.0,6.0,6,strict_14_with_grace_period,6,2.0,3.0,Real Bed,2.0,United States,1,100.0
Residence/ 4 kişilik küçük tatlı bir ev :),House,111.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,2.0,Real Bed,1.0,Turkey,0,
La Joie appartement,Apartment,60.0,0.0,0.0,0.0,1.0,2,flexible,4,1.0,1.0,Real Bed,1.0,Canada,0,
cosy room in uskudar,Apartment,53.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,1,100.0
Super convenient entire apartment near Sydney CBD!,Apartment,151.0,200.0,80.0,0.0,1.0,1,flexible,4,1.0,3.0,Real Bed,1.0,Australia,3,87.0
"Apt moderno, completo e bem localizado.",Apartment,261.0,0.0,140.0,50.0,3.0,3,moderate,4,2.0,2.0,Real Bed,2.0,Brazil,1,100.0
friends gathering apartment,Apartment,981.0,0.0,0.0,50.0,4.0,1,strict_14_with_grace_period,4,1.0,3.0,Real Bed,1.0,Hong Kong,2,90.0
"泓都3座,位于港岛坚尼地城,近地铁和海边,中高档住宅｡V:mengmengustc9916",House,196.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,1,100.0
Relax on the Terrace of a Darlinghurst Home,Townhouse,151.0,0.0,40.0,35.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,104,97.0
"Central suite near Taksim, istiklal",Boutique hotel,475.0,0.0,0.0,0.0,1.0,3,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Apartamento em Copacabana,Apartment,1201.0,0.0,0.0,0.0,1.0,2,flexible,7,3.0,4.0,Real Bed,1.5,Brazil,0,
Apto ótimo ponto Copacabana! Aconchegante e lindo!,Apartment,201.0,400.0,100.0,50.0,4.0,1,moderate,5,1.0,3.0,Real Bed,1.0,Brazil,0,
Homely unit in a handy location,Apartment,151.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Australia,0,
#S4銅鑼灣百德大廈D座公寓式住宅,Apartment,447.0,0.0,0.0,0.0,1.0,28,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Wilner Hôtel,Condominium,64.0,0.0,0.0,20.0,1.0,1,flexible,5,2.0,2.0,Real Bed,1.0,Canada,1,80.0
"FLAT EM  FRENTE  À  PRAIA DA BARRA, RJ  - BRASIL",Serviced apartment,459.0,400.0,150.0,0.0,1.0,2,moderate,3,1.0,2.0,Real Bed,1.0,Brazil,1,40.0
Porto Downtown Apartment V,Apartment,28.0,87.0,12.0,0.0,1.0,3,moderate,4,1.0,1.0,Real Bed,1.0,Portugal,3,87.0
BRIGHT DOUBLE ROOM 2- Sultanahmet,Apartment,121.0,0.0,179.0,0.0,1.0,1,moderate,2,1.0,2.0,Real Bed,1.0,Turkey,56,93.0
BirdhouseA :),House,58.0,0.0,30.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Makana Kai,Other,150.0,0.0,302.0,0.0,1.0,1,super_strict_60,5,2.0,3.0,Real Bed,2.0,United States,0,
Santa Catarina Downtown III,Apartment,200.0,0.0,35.0,5.0,2.0,1,moderate,6,1.0,1.0,Real Bed,1.0,Portugal,0,
Deluxe one bed room suite - 5,Serviced apartment,1798.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
"Cityloft 36, 2+1 Special Flat / Ataşehir",Boutique hotel,221.0,0.0,0.0,50.0,2.0,1,flexible,6,2.0,2.0,Real Bed,2.0,Turkey,2,90.0
Yakut Hotel,Boutique hotel,359.0,0.0,0.0,0.0,1.0,1,flexible,6,1.0,4.0,Real Bed,1.0,Turkey,0,
Sisli Fulya'da keyifli  bir ev,Serviced apartment,148.0,5000.0,40.0,50.0,1.0,1,moderate,2,1.0,2.0,Real Bed,1.0,Turkey,0,
"Sleek, luxurious, in Copacabana",Apartment,224.0,373.0,224.0,0.0,1.0,4,moderate,2,1.0,1.0,Real Bed,1.0,Brazil,24,97.0
Dorm 3baths SohoEast......,Apartment,251.0,1000.0,250.0,250.0,1.0,3,strict_14_with_grace_period,12,1.0,12.0,Real Bed,3.0,Hong Kong,2,100.0
NEW BIG ROOM IN MID LEVELS - SAI YING PUN MTR,Apartment,447.0,0.0,0.0,100.0,1.0,5,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,1,100.0
Cozy Studio In the Heart of Hong Kong,Apartment,298.0,0.0,0.0,0.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.0,Hong Kong,3,93.0
Studio downtown montreal,Apartment,60.0,0.0,0.0,0.0,1.0,3,flexible,2,0.0,1.0,Real Bed,1.0,Canada,0,
"Perfect Location, Apt Close to Tamarama and Bondi",Apartment,139.0,0.0,60.0,50.0,2.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,2,100.0
Waikiki Private Close to Everything,Condominium,85.0,200.0,75.0,20.0,1.0,5,flexible,3,1.0,1.0,Real Bed,1.0,United States,2,100.0
live in a painting atelier,Apartment,74.0,791.0,0.0,0.0,1.0,4,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Excelente apartamento con perfecta ubicación..,Apartment,30.0,100.0,35.0,25.0,3.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,3,87.0
"süper manzaralı yazlık ,kışlık 2+1",Apartment,148.0,2000.0,200.0,50.0,1.0,30,flexible,5,3.0,5.0,Real Bed,1.0,Turkey,0,
Quiet 2 bedrooms condo near LaSalle metro station.,Condominium,55.0,250.0,30.0,0.0,1.0,14,moderate,4,2.0,2.0,Real Bed,1.0,Canada,1,80.0
Room/private bathroom near Maracanã,Apartment,127.0,0.0,0.0,70.0,2.0,2,moderate,3,1.0,1.0,Real Bed,1.0,Brazil,3,100.0
"原始森林渡假屋:4号独立房间,双人床,写字桌,舒适自然环境｡",Villa,60.0,0.0,10.0,30.0,2.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Australia,1,100.0
Entire 1 bedroom apt. in Town Mount-Royal,Apartment,50.0,0.0,15.0,10.0,2.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Canada,3,100.0
Old City Cozy Room with Private bathroom in Balat,Boutique hotel,237.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Luxury 2 bedroom apartment infront of the beach,Apartment,72.0,0.0,0.0,0.0,1.0,32,flexible,5,2.0,2.0,Real Bed,1.0,Spain,0,
Share in NYC's trendy East Village,Apartment,89.0,100.0,45.0,30.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,125,95.0
《white lover》白色恋人 主题部屋 大围 旺角东,Apartment,683.0,800.0,250.0,150.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Estúdio em Botafogo,Apartment,466.0,500.0,120.0,0.0,1.0,4,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Brazil,0,
Quiet & Cozy,Bed and breakfast,18.0,2000.0,32.0,5.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Spain,2,100.0
"Center of Kadikoy, Moda",Apartment,179.0,0.0,60.0,89.0,2.0,2,moderate,3,1.0,2.0,Real Bed,1.0,Turkey,0,
Kurtuluş merkezde kiralık,Apartment,248.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Wheelchair Accessible Private Room,House,119.0,500.0,30.0,20.0,2.0,2,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.5,Australia,0,
The Main St-Laurent by Liv MTL - 307,Apartment,199.0,299.0,89.0,29.0,4.0,2,strict_14_with_grace_period,6,2.0,3.0,Real Bed,1.0,Canada,0,
Pulitzer Extra- Read all about our experiences!,Boutique hotel,150.0,0.0,0.0,150.0,2.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Spain,0,
2-bedroom apartment in the Old Town,Apartment,46.0,1400.0,60.0,5.0,5.0,31,flexible,6,2.0,4.0,Real Bed,1.0,Spain,0,
★BABU HOUSE ★ Bed in Mixed Dormitory ★ Taksim ★,Aparthotel,79.0,0.0,0.0,77.0,1.0,1,strict_14_with_grace_period,4,1.0,4.0,Real Bed,1.0,Turkey,0,
Modern Apt minutes to city and beaches,Apartment,109.0,150.0,75.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,6,93.0
Modern room private balcony and bathroom,House,75.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Australia,0,
★Exterior y céntrica★St Antoni A 2 min del Aerobus,Apartment,35.0,900.0,18.0,15.0,2.0,3,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Spain,6,93.0
Küçük sakin temiz ve tatlı bir yer Bekleriz ),Apartment,132.0,0.0,0.0,0.0,1.0,1,flexible,4,2.0,3.0,Real Bed,1.0,Turkey,2,90.0
luxury apartment 02 in Taksim,Serviced apartment,601.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,4.0,Real Bed,1.0,Turkey,0,
Green Flash Guest House / Ohana,Guest suite,89.0,0.0,100.0,0.0,2.0,3,moderate,2,1.0,1.0,Real Bed,1.0,United States,48,97.0
Private Room (Bunk-bed) near UNSW Kensington,Apartment,50.0,0.0,40.0,15.0,1.0,2,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Australia,0,
Camões Executive Flat (w/ Air conditioning),Apartment,45.0,150.0,30.0,15.0,2.0,3,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Portugal,3,87.0
Apartamento no centro do Rio,Apartment,101.0,0.0,0.0,0.0,1.0,2,flexible,4,1.0,1.0,Real Bed,1.0,Brazil,1,
Panorama Hanı,Apartment,74.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,1,100.0
Popular Rainforest Hideaway,House,258.0,0.0,80.0,30.0,4.0,2,moderate,8,4.0,7.0,Real Bed,2.0,United States,38,96.0
Affordable Room Attached Private Balcony,Apartment,63.0,0.0,0.0,0.0,1.0,10,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
GENIAL APARTAMENTO EN SANTS (BHM2-3564),Apartment,57.0,0.0,0.0,0.0,1.0,32,strict_14_with_grace_period,3,2.0,2.0,Real Bed,1.0,Spain,0,
kitinete na Praça da Bandeira. Perto de tudo!,Apartment,112.0,0.0,0.0,0.0,1.0,1,moderate,3,1.0,1.0,Real Bed,1.0,Brazil,0,
Artsy Co-living 共住空間 (Single單人) C油麻地 Yau Ma Tei,Apartment,267.0,0.0,0.0,0.0,1.0,28,strict_14_with_grace_period,1,1.0,1.0,Real Bed,2.0,Hong Kong,0,
香港民宿,Bed and breakfast,173.0,0.0,0.0,0.0,1.0,1,flexible,5,2.0,5.0,Real Bed,1.0,Hong Kong,0,
Causeway Bay Room(C1b),Apartment,188.0,0.0,0.0,0.0,1.0,29,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
SUITE 2: Next2 SouthPacificHotel,Apartment,1005.0,1178.0,314.0,118.0,1.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Hong Kong,15,86.0
Amazing Terrace view in Galata,Apartment,527.0,0.0,105.0,0.0,1.0,2,strict_14_with_grace_period,4,2.0,3.0,Real Bed,2.0,Turkey,0,
3 Persons Room +Private Bathroom ( 3 人家庭房+私人浴室),Guesthouse,416.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Hong Kong,7,91.0
A warm clean cozy room 乾淨有愛 @Temple Street 廟街 單人床,Apartment,479.0,0.0,50.0,100.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,5,100.0
AMAZING PENTHOUSE IN BARCELONA,Apartment,56.0,500.0,60.0,0.0,1.0,32,strict_14_with_grace_period,3,2.0,2.0,Real Bed,1.0,Spain,0,
Quarto aconchegante do Jardim Botânico.,Apartment,145.0,0.0,0.0,0.0,1.0,3,flexible,2,1.0,1.0,Real Bed,1.0,Brazil,0,
Ótimo apartamento a 2 minutos da praia,Apartment,101.0,0.0,120.0,0.0,1.0,3,flexible,3,0.0,3.0,Real Bed,1.0,Brazil,1,100.0
Sharing apartment,Apartment,58.0,0.0,0.0,0.0,1.0,1,flexible,10,1.0,1.0,Real Bed,2.0,Turkey,0,
(Brand new) Fully equiped 3bedrooms Apartment,Apartment,511.0,2000.0,250.0,0.0,1.0,3,strict_14_with_grace_period,4,3.0,2.0,Real Bed,2.0,Brazil,0,
Great location sweet home Atatürk airport 5 minute,Apartment,163.0,0.0,200.0,0.0,1.0,1,flexible,3,2.0,2.0,Real Bed,1.0,Turkey,0,
Manly Harbour View,Apartment,399.0,2000.0,200.0,0.0,5.0,2,flexible,6,3.0,4.0,Real Bed,2.0,Australia,1,80.0
Large apt in the heart of downtown,Apartment,85.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Canada,0,
Cozy Apt Downtown Sleeps 4ppl RmC MTR downstairs!,Apartment,620.0,785.0,236.0,0.0,1.0,1,strict_14_with_grace_period,4,0.0,2.0,Real Bed,1.0,Hong Kong,0,
Suíte privada,Apartment,78.0,0.0,0.0,55.0,1.0,1,flexible,3,1.0,2.0,Real Bed,1.0,Brazil,0,
Apartamento Novo - Barra da Tijuca,Apartment,798.0,0.0,210.0,0.0,1.0,4,strict_14_with_grace_period,4,2.0,3.0,Real Bed,1.0,Brazil,3,87.0
Charming Private Studio in LES,Apartment,160.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,United States,6,80.0
Plateau room for rent / chambre a louer Plateau,Apartment,20.0,0.0,0.0,0.0,1.0,5,flexible,1,1.0,1.0,Real Bed,1.0,Canada,2,100.0
Spacious room with private floor in 3 story home,Townhouse,60.0,0.0,40.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,3,93.0
Bedroom & living room  in the best part of Ipanema,Apartment,164.0,920.0,150.0,50.0,2.0,3,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.5,Brazil,93,95.0
Kai 商务现代风小窝Y08~~~~~,Apartment,550.0,0.0,0.0,0.0,1.0,28,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
the best location in taksim. hotel apt. 3rd floor,Apartment,206.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,2.0,Real Bed,1.0,Turkey,0,
